scientific_name,family,genre,alternative_scientific_names,ca_common_name,description,additional_info,islands,habitat,edibility,es_common_name
Astraeus hygrometricus (Pers.) Morgan,Astraeaceae,Astraeus,"['Geastrum hygrometricum Pers.', 'Geastrum castaneum Desv.', 'Geastrum stellatum (Scop.): Wettst. ', 'Geastrum lilacinum Mass']",['Estrella de terra'],"Seta con un carpóforo de 1,5 a 4,5 cm cuando está cerrado y de 5 a 9 cm si está abierto. En tiempo húmedo se abre adquiriendo forma de estrella formando unas lacínias como las del género Geastrum . En tiempo seco se cierra actuando como un higrómetro. Las esporas salen por un poro apical del carpóforo y son casi redondas, verrugosas, de color tierra en masa y de 9-11 micras. La masa central del aparato esporífero es blanca de joven y después se vuelve marrón oscuro","Se abre en tiempo húmedo y se cierra en tiempo seco, y así las gotas de agua caen encima de él y hacen que salgan la gran cantidad de esporas que simula que sale humo por la parte apical","['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']","['Alzinar', 'Dunes', 'Pinares y otras coníferas']",Indiferent,['Estrella de tierra higrométrica']
Auricularia auricula-judae (Fr.) Quél,Auriculariaceae,Auricularia,,['Orella de Judes'],"Estas setas tienen forma de oreja humana más o menos lobulada, de unos 8 a 10 cm de anchura, gelatinosa en tiempo húmedo, y de un color marrón rojizo a más negruzco. El pie es muy corto o inexistente. El himenio es liso y la esporada blanca en masa, más o menos cilíndricas, lisas, de 13-22 x 4-8 micras","Es un hongo higroscópico, es decir, tiene una gran capacidad de retención de agua. Muy usado en los restaurantes chinos",['Mallorca'],['Sobre plantas leñosas'],Comestible,['Oreja de Judas']
Auricularia mesenterica (Dicks.) Pers,Auriculariaceae,Auricularia,"['Auricularia mesenteriformis Brongn', 'Auricularia tremelloides Bull']",,"Seta con forma de oreja de 5 a 10 cm de diámetro, sésil, con la cara superior tomentosa, gris o color tierra, a veces zonada y aterciopelada. La cara inferior es gris violácea o terrosa violácea. Presenta costillas venosas formando una especie de red. Las esporas son blancas en masa, cilíndrico-alargadas, granulosas de 14-20 x 5-7 micras",Cada año la encontramos en Bàlitx en Fornalutx,['Mallorca'],,Indiferent,
,Auriculariaceae,,"['Hirneola auricola-judae (L. : Fr) Berk. ', 'Hirneola auricula L']",,,,,,,
Boletopsis leucomelaena (Pers.) Fayod,Bankeraceae,Boletopsis,['Boletopsis subsquamosa (L. Fries) Kotlaba & Pouzar'],['Mariner'],"Esta seta presenta un sombrero de hasta 15 cm de diámetro, convexo y irregular con el margen enrollado y frecuentemente lobulado. Es de color gris pardo a gris negruzco. Por debajo de éste presenta tubos blanquecinos tupidos y las esporas son blancas grisáceas en masa redondeadas de 4-6 x 3,5-4,5 micras. El pie es robusto, liso o un poco escamoso, del mismo color que el sombrero de 7x3 cm",,,['Pinares y otras coníferas'],,
Phellodon niger (Fr.) P. Karst,Bankeraceae,Phellodon,"['Hydnum nigritum Fr.', 'Hydnum cinereum (Batsch) Pers']",,"Seta negra o azul negruzca con un sombrero de hasta 8 cm de diámetro que con el tiempo pasa de forma plana a forma de embudo. La superficie es más o menos zonada y con pequeñas escamas carnosas. El margen es fino y de color blanquecino a azulado. Debajo del sombrero está formado por agujas decurrentes, blancas al principio o un poc azuladas que después se vuelven de color gris marrón. El pie es de cilíndrico a irregular de color negro. Las esporas son marrón ocre, casi redondas, de 3-5 x 2-4 micras",,"['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Indiferent,
Agrocybe aegerita (V. Brig.) Singer,Bolbitiaceae,Agrocybe,"['Agrocybe cylindracea Maire.', 'Pholiota cylindracea D.C.: Fr']","['Gírgola de figuera', 'Gírgola de poll', ""Gírgola d'om"", 'Pollancró']","Seta con un sombrero de 3 a 12 cm de diámetro, primero globoso, después convexo y finalmente plano. La cutícula es de color crema en los márgenes y casi marrón a la zona central del sombrero. Las láminas, muy numerosas, son de color canela, finas y apretadas. El pie, del mismo color que el sombrero, es cilíndrico y curvado de 6-12 x 1-2 cm y lleva un anillo en la parte alta. Éste es persistente y de igual tonalidad, manchado de marrón a algunas zonas por el depósito de esporas. Destaca el gusto a avellana de su carne. Las esporas son de color ocre claro en masa, elípticas, de 8-11 x 5-6 micras","Muy conocido entre el campesinado, puesto que año tras año suele crecer en el mismo tronco","['Mallorca', 'Menorca']",['Sobre plantas leñosas'],Comestible,['Seta de chopo']
Bolbitius vitellinus (Pers.) Fr,Bolbitiaceae,Bolbitius,,,"Pequeña seta con un sombrero de 1 a 5 cm de diámetro, en forma de huevo que después se vuelve acampanado y finalmente plano. El centro es de color amarillo azufre o rojo huevo, viscoso cuando hay humedad. Las láminas de debajo son apretadas, blancas que vuelven color yema por la caída de las esporas. El pie de 5-10 cm de altura por 2-5 mm de diámetro es blanco o un poco amarillento. Las esporas son de color marrón cobrizo en masa, elípticas, de 12-14 x 7-9 micras",No es frecuente pero en tiempo húmedo es muy vistosa e incluso espectacular por su color amarillo,"['Mallorca', 'Menorca']","['Camps de conreu, vores de camins', 'Excrements']",Indiferent,
Boletus aereus Bull,Boletaceae,Boletus,"['Boletus sykorae Smotl.', 'Tubiporus ustulatus Paulet']",['Pixacà'],"Esta seta presenta un sombrero hemisférico que posteriormente se vuelve convexo de grandes dimensiones, de 15 a 20 cm de diámetro, color marrón oscuro. Debajo del sombrero presenta una capa de tubos al principio blancos volviéndose amarillo-verdoso. Presentan un pie central, corto, grueso y claramente engrosado hacia la base de color beix a marrón clar. Las esporas son de color amarillo oliva en masa, fusiformes, de 13-15 x 4-5 micras",No muy frecuente. Se puede comer crudo en ensaladas. Muy frecuentemente es atacado por llimacs y caracoles,['Mallorca'],['Alzinar'],Comestible,"['Boleto bronceado', 'Cabeza de fraile.', 'Cabeza de negro', 'Hongo negro']"
Boletus radicans Pers,Boletaceae,Boletus,['Boletus albidus Roques'],['Pixacà'],"Seta con un sombrero de hasta 20 cm de diámetro, de color claro blanquecino con tonos ligeramente verdosos o grises, convexo, bastante carnoso con el margen enrollado mucho tiempo y ondulado cuando es adulto. Debajo del sombrero se encuentran tubos no muy largos de color verdoso que se vuelve azulado cuando presionamos con los dedos, los poros, redondos o angulosos, verdosos o de color amarillo chillón que también cambian el color con la presión de los dedos. El pie es un poco corto, bulboso, de grueso a más fino, presentando una coloración amarillo pálido en la parte superior. Las esporas son terrosas, oliváceas en masa, fusiformes, de 12-18 x 4-6 micras","Poco frecuente. Suele salir en grupos de numerosos individuos, muchas veces casi cespitosos. Para la mayor parte de autores es sinónimo de Boletus radicans , mientras que para otros son dos setas diferentes",['Mallorca'],['Alzinar'],Indiferent,
Suillus bellini (Inzenga) Watling,Boletaceae,Suillus,"['Boletus bellini Inzenga', 'Boletus boudieri Quél']","['Grogues', 'Pebrades', 'Pixacà', 'Pixacà groc']","Seta que se caracteriza por presentar unas manchas rojizas o marrón rojizo en el pie acentuadas en las especies de montaña. El pie es más bien corto y grueso. El sombrero, que mancha las manos cuando se toca, puede medir hasta 15 cm de diámetro, de joven hemisférico que poco a poco se va abriendo hasta acabar siendo casi plano. La coloración es blanquecina hacia el margen y presenta tonos más o menos castaños según la edad. Presencia de tubos cortos y tupidos que varian de color beix a gris. Cuando el tiempo es húmedo, de los poros puede salir una especie de látex en forma de gotas rojizas. Las esporas son de color ocre amarillento fusiformes, de 8-10 x 3,5-4,5 micras","Antes de cocinarlos se les tiene que quitar la piel del sombrero. Si se tienen que consumir los ejemplares viejos también se les tienen que quitar los tubos. Son muy abundantes en las Baleares, pero no muy consumidos","['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']",['Pinares y otras coníferas'],Comestible,
Boletus chrysenteron Bull,Boletaceae,Boletus,"['Boletus communis Bull.', 'Boletus pascuus Pers.', 'Xerocomus chrysenteron (Bull.) Quél']","['Mataparent de carn groga', 'Pixacà']","Esta seta presenta un sombrero de plano a convexo de hasta 12 cm de diámetro levantándose ligeramente el margen. Tiene una coloración ocre a marrón y a veces marrón grisácea, que con frecuencia se resquebraja y se observa por debajo una capa rojiza. Debajo del sombrero se encuentra una capa de tubos finos de 1 cm de largo primero de coloración amarillenta y después amarillo verdoso y zulados si se tocan. Pie largo en proporción al sombrero, de 5 a 10 cm, cilíndrico de color amarillo y con frecuencia marcado de fibrillas longitudinales o con manchitas rojas sobretodo en la parte central. Las esporas son de color oliva oscuro en masa, fusiformes, de 12-16 x 4-6 micras",,"['Ibiza', 'Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Comestible,['Boleto de carne amarilla']
Suillus collinitus (Fr.) Kuntze,Boletaceae,Suillus,"['Boletus collinitus Fr.', 'Boletus fluryi Huijsman']","['Bolet de bou', 'Bolet groc', 'Esclata-butzes', 'Esclata-sabates', 'Pixacà']","Seta con sombrero y pie. El sombrero inicialmente es hemisférico, posteriormente convexo acabando plano, de color marrón más o menos oscuro. Es un poco viscoso en tiempo húmedo. El pie es largo, cilíndrico y un poco grueso en la base, de color amarillo en la parte superior y con puntos marrones y rojizos en el resto. Tiene tubos amarillos de la misma manera que los poros. Las esporas son de color ocre amarillento en masa, fusiformes, de 7-9 x 3-4,5 micras","Sólo se deben comer ejemplares jóvenes, los viejos suelen estar atacados por larvas. Es una especie termófila, que sale sobretodo en años no muy húmedos","['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']",['Pinares y otras coníferas'],Comestible,
Boletus queletii Schulzer,Boletaceae,Boletus,"['Boletus erythropus Pers.', 'Boletus purpureus Secr.', 'Boletus erythropus var. rubens Schiffner']",['Pixacà'],"Seta con un sombrero de hasta 15 cm de diámetro. Primero hemisférico y posteriormente se abre. Es de color rojo muy variable, a veces el sombrero puede ser aterciopelado. Debajo tiene tubos largos que se separan con facilidad, de color amarillo oliva que pasa a azul cuando se apreta con los dedos. Los poros son estrechos, casi redondeados, rojos anaranjados primero y después más claro, volviéndose azules con la presión de los dedos. El pie es liso, atenuado en la base y más ancho por la mitad. Las esporas son de color oliva oscuro en masa. Tienen las pareds gruesas y son elípticas o un poco fusiformes, de 10-15 x 5-8 micras",Si se come crudo puede resultar peligroso,"['Mallorca', 'Menorca']",['Alzinar'],Comestible,
Boletus ferrugineus Boud,Boletaceae,Boletus,['Xerocomus spadiceus (Fr.) Quél'],['Pixacà'],"Seta con un sombrero de hasta 12 cm de diámetro, primero hemisférico, después más plano pero con los lados redondeados hacia abajo y con ondulaciones irregulares. Coloración marrón amarillenta a marrón un poco rosado. Debajo del sombrero se encuentran unos tubos finos, no muy largos, primero de color amarillo pálido, después amarillo óxido, verde oliva de viejos y poros anchos y irregulares de color amarillo fuerte que se vuelven verde azulado si se presionan. El pie, de curvado a flexuoso, lleno, de color amarillo con unas costillas largas y unidas. Las esporas son de color marrón oliva en masa, fusiformes, de 11-15 x 4-6 micras","Hay autores que lo consideran sinónimo de Xerocomus lanatus (Rostk.) Sing., otros los consideran setas diferentes","['Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Comestible,
Boletus impolitus Fr,Boletaceae,Boletus,,['Pixacà'],"Tiene un sombrero de casi 20 cm de diámetro, al principio esférico y después convexo a casi plano. Es aterciopelado y de color variable entre amarillo arcilla, amarillo oliva o amarillo tierra. Tiene tubos cortos, rodeando el pie y de color amarillo claro a amarillo oro o incluso verde oliva. Los poros del mismo color que los tubos son redondos o angulosos. Las esporas son marrón oliva en masa, elípticas o fusiformes, lisas, de 9,5-15 x 4-6 micras. El pie de color amarillo y en la parte inferior marrón cobrizo, es ovoidal de joven y después más largo y fino hacia la base y presenta unas estrías longitudinales",Poco frecuente y se recomienda rechazar los pies para comerla por su olor,"['Mallorca', 'Menorca']",['Alzinar'],Comestible,
Boletus lupinus Fr,Boletaceae,Boletus,,,"Seta con un sombrero blando de hasta 18 cm de diámetro convexo y un poco deprimido al centro de coloración variada, de blanco terroso a gris ceniza, dominando normalmente los colores rosados. El margen es ondulado, sobretodo en los ejemplares adultos. Debajo del sombrero se encuentran tubos cortos y los poros son pequeños, angulosos, primero amarillos pero rápidamente se vuelven azules con la presión de los dedos. El pie duro y compacto es más fino en la base y hacia arriba, engrosado en el centro. Este es de color amarillo más o menos claro, pasando con el tiempo a color marronoso, volviéndose azul si lo tocamos.Las esporas son marrones oliváceas en masa, elipsoidales, lisas, de 11-16 x 5-6 micras",Espectacular por su tamaño y color. Puede ser un poco tóxico. Suele salir al principio de la temporada micológica,"['Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Tòxic,
Boletus pulchrotinctus Alessio,Boletaceae,Boletus,,['Pixacà'],"Seta con sombrero de hasta 25 cm de diámetro, primero hemisférico y después convexo de color claro a blanco sucio con zonas rosadas, sobre todo en el margen. Los tubos son largos, amarillos y verdosos si son más maduros. Los poros son pequeños, amarillos o anaranjados, volviéndose azul verdosos cuando los tocamos. Las esporas son de color ocre oliva, fusiformes, de 12-18 x 6-8 micras. El pie es grueso, presenta un retículo fino y es de color crema y tiene una tonalidad más rosada hacia la mitad",Es frecuente en muchos encinares de la sierra de Tramuntana,['Mallorca'],['Alzinar'],Indiferent,
